id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
107946,Entire home/apt in Bedford-Stuyvesant,977438,Sara,Brooklyn,Bedford-Stuyvesant,40.66951,-73.90812,Entire home/apt,139.0,1,3,2019-01-15,0.39,1,210
107947,Private room in Park Slope,464563,Miguel,Brooklyn,Park Slope,40.67268,-73.92923,Private room,51.0,1,7,2019-04-15,0.24,3,251
107948,Entire home/apt in Greenpoint,299054,Fatima,Brooklyn,Greenpoint,40.68783,-73.90753,Entire home/apt,169.0,1,3,2019-05-15,0.0,2,137
107949,Entire home/apt in Bushwick,665341,Alex,Brooklyn,Bushwick,40.70563,-73.92046,Entire home/apt,160.0,7,9,2019-08-15,0.52,5,359
107950,Private room in Flatbush,880434,Miguel,Brooklyn,Flatbush,40.64295,-73.96872,Private room,63.0,4,1,2019-08-15,0.04,3,69
107951,Entire home/apt in Mott Haven,565880,Sara,Bronx,Mott Haven,40.83325,-73.89259,Entire home/apt,83.0,14,5,2019-02-15,0.0,2,220
107952,Entire home/apt in Park Slope,320268,Wei,Brooklyn,Park Slope,40.65831,-73.94039,Entire home/apt,176.0,3,11,2019-06-15,0.45,2,281
107953,Private room in Financial District,974574,Priya,Manhattan,Financial District,40.75647,-73.94596,Private room,117.0,7,6,2019-05-15,0.1,3,347
107954,Private room in Upper East Side,685149,Fatima,Manhattan,Upper East Side,40.7722,-73.96699,Private room,105.0,2,1,2019-06-15,0.0,6,365
107955,Entire home/apt in Greenpoint,415227,John,Brooklyn,Greenpoint,40.6711,-74.00681,Entire home/apt,138.0,4,8,2019-04-15,0.38,2,0
107956,Private room in Chelsea,941291,John,Manhattan,Chelsea,40.76641,-73.96853,Private room,108.0,2,12,2019-06-15,1.06,1,289
107957,Private room in Financial District,983180,Chen,Manhattan,Financial District,40.77154,-73.97469,Private room,76.0,2,7,2019-04-15,0.01,1,109
107958,Entire home/apt in Chelsea,916179,David,Manhattan,Chelsea,40.76645,-73.96881,Entire home/apt,215.0,4,2,2019-02-15,0.0,3,315
107959,Private room in Bedford-Stuyvesant,196535,Alex,Brooklyn,Bedford-Stuyvesant,40.69126,-73.91537,Private room,105.0,1,4,2019-03-15,0.59,2,247
107960,Private room in Fordham,478737,Fatima,Bronx,Fordham,40.87088,-73.89977,Private room,29.0,3,8,2019-02-15,0.52,2,259
107961,Private room in Bedford-Stuyvesant,429729,Priya,Brooklyn,Bedford-Stuyvesant,40.65896,-73.93475,Private room,46.0,3,3,2019-05-15,0.0,4,170
107962,Entire home/apt in Harlem,867561,Priya,Manhattan,Harlem,40.73848,-73.97884,Entire home/apt,178.0,7,8,2019-03-15,1.04,4,204
107963,Private room in Greenpoint,761157,David,Brooklyn,Greenpoint,40.70081,-73.971,Private room,77.0,1,12,2019-04-15,0.48,2,217
107964,Entire home/apt in Hell's Kitchen,352884,Priya,Manhattan,Hell's Kitchen,40.79066,-73.98022,Entire home/apt,333.0,5,22,2019-04-15,1.36,1,296
107965,Entire home/apt in Flushing,146365,Miguel,Queens,Flushing,40.74446,-73.78259,Entire home/apt,117.0,4,17,2019-02-15,0.43,4,26
107966,Entire home/apt in Chelsea,700117,Maria,Manhattan,Chelsea,40.79299,-74.0347,Entire home/apt,118.0,1,10,2019-03-15,0.14,1,114
107967,Entire home/apt in Midtown,654748,Priya,Manhattan,Midtown,40.74193,-73.95936,Entire home/apt,229.0,4,6,2019-04-15,0.28,1,201
107968,Entire home/apt in Midtown,389147,Priya,Manhattan,Midtown,40.78631,-73.90456,Entire home/apt,223.0,14,8,2019-03-15,0.71,1,0
107969,Private room in Midtown,138312,Maria,Manhattan,Midtown,40.72861,-73.95303,Private room,92.0,4,4,2019-03-15,0.37,3,131
107970,Entire home/apt in Flushing,148977,John,Queens,Flushing,40.73319,-73.77704,Entire home/apt,140.0,1,9,2019-06-15,0.91,2,121
107971,Private room in Bushwick,301166,David,Brooklyn,Bushwick,40.66256,-73.93693,Private room,91.0,3,6,2019-07-15,0.43,2,77
107972,Entire home/apt in Upper East Side,438483,Sara,Manhattan,Upper East Side,40.76178,-73.93823,Entire home/apt,224.0,1,19,2019-05-15,1.06,4,34
107973,Entire home/apt in Bedford-Stuyvesant,913017,Wei,Brooklyn,Bedford-Stuyvesant,40.69556,-73.91661,Entire home/apt,130.0,1,15,2019-04-15,0.74,2,183
107974,Entire home/apt in Hell's Kitchen,927151,Alex,Manhattan,Hell's Kitchen,40.77291,-73.94389,Entire home/apt,226.0,3,8,2019-01-15,1.17,5,343
107975,Entire home/apt in Upper West Side,720159,John,Manhattan,Upper West Side,40.78459,-73.99389,Entire home/apt,150.0,2,1,2019-04-15,0.03,1,101
107976,Entire home/apt in Upper West Side,358609,David,Manhattan,Upper West Side,40.76318,-73.99292,Entire home/apt,137.0,1,3,2019-04-15,0.04,2,31
107977,Private room in Midtown,670503,Priya,Manhattan,Midtown,40.74736,-74.00279,Private room,76.0,1,22,2019-07-15,0.97,1,172
107978,Entire home/apt in Park Slope,463126,Wei,Brooklyn,Park Slope,40.67894,-73.91975,Entire home/apt,115.0,2,5,2019-07-15,0.33,6,365
107979,Private room in Hell's Kitchen,589472,Fatima,Manhattan,Hell's Kitchen,40.76569,-73.95111,Private room,127.0,7,2,2019-03-15,0.68,1,257
107980,Private room in Flushing,907516,Wei,Queens,Flushing,40.72839,-73.78839,Private room,66.0,1,13,2019-07-15,0.65,2,323
107981,Private room in Bedford-Stuyvesant,562235,Sara,Brooklyn,Bedford-Stuyvesant,40.66011,-73.90355,Private room,62.0,7,13,2019-06-15,0.2,2,340
107982,Entire home/apt in Midtown,56841,Wei,Manhattan,Midtown,40.79254,-74.01556,Entire home/apt,168.0,4,7,2019-06-15,0.29,2,363
107983,Private room in East Village,282621,John,Manhattan,East Village,40.79074,-73.94681,Private room,89.0,1,8,2019-08-15,0.21,6,344
107984,Entire home/apt in Hell's Kitchen,830946,Miguel,Manhattan,Hell's Kitchen,40.79781,-73.97684,Entire home/apt,204.0,1,11,2019-02-15,0.31,3,365
107985,Entire home/apt in Flatbush,671677,Chen,Brooklyn,Flatbush,40.67196,-73.93351,Entire home/apt,104.0,2,7,2019-02-15,0.28,3,0
107986,Private room in Chelsea,58649,David,Manhattan,Chelsea,40.77226,-73.98242,Private room,132.0,30,15,2019-08-15,1.34,3,212
107987,Private room in Crown Heights,242221,Wei,Brooklyn,Crown Heights,40.67695,-73.94726,Private room,89.0,2,15,2019-04-15,0.18,3,0
107988,Entire home/apt in Chelsea,736091,Fatima,Manhattan,Chelsea,40.79481,-74.00163,Entire home/apt,218.0,1,7,2019-03-15,0.62,3,246
107989,Entire home/apt in Bushwick,179165,Maria,Brooklyn,Bushwick,40.66075,-73.94192,Entire home/apt,192.0,30,11,2019-03-15,0.92,2,186
107990,Entire home/apt in Bushwick,521041,Maria,Brooklyn,Bushwick,40.66968,-73.95557,Entire home/apt,270.0,7,10,2019-04-15,0.27,1,214
107991,Private room in Williamsburg,862035,Chen,Brooklyn,Williamsburg,40.70446,-73.94321,Private room,82.0,30,8,2019-04-15,0.0,2,0
107992,Entire home/apt in Upper East Side,302386,John,Manhattan,Upper East Side,40.76508,-73.97995,Entire home/apt,234.0,14,4,2019-06-15,1.23,2,0
107993,Entire home/apt in Riverdale,12535,Miguel,Bronx,Riverdale,40.83213,-73.86687,Entire home/apt,67.0,7,6,2019-02-15,0.29,1,132
107994,Private room in Harlem,839366,Miguel,Manhattan,Harlem,40.80236,-73.9874,Private room,104.0,1,4,2019-05-15,0.38,3,84
107995,Entire home/apt in Midtown,878960,Alex,Manhattan,Midtown,40.74384,-73.95483,Entire home/apt,211.0,5,2,2019-07-15,0.0,5,0
107996,Private room in Williamsburg,959750,Priya,Brooklyn,Williamsburg,40.63594,-73.94277,Private room,158.0,2,7,2019-05-15,0.0,2,0
107997,Entire home/apt in Bedford-Stuyvesant,643156,Maria,Brooklyn,Bedford-Stuyvesant,40.7057,-73.9507,Entire home/apt,79.0,2,3,2019-07-15,0.27,1,365
107998,Private room in Bushwick,663281,Chen,Brooklyn,Bushwick,40.70802,-73.94514,Private room,88.0,2,3,2019-03-15,0.17,2,247
107999,Entire home/apt in Park Slope,225548,Chen,Brooklyn,Park Slope,40.64908,-73.92314,Entire home/apt,123.0,4,5,2019-02-15,0.16,1,136
108000,Entire home/apt in Upper West Side,168015,Maria,Manhattan,Upper West Side,40.76112,-73.9715,Entire home/apt,247.0,2,11,2019-02-15,0.16,2,130
108001,Entire home/apt in Hell's Kitchen,386625,Priya,Manhattan,Hell's Kitchen,40.80084,-73.94282,Entire home/apt,183.0,14,5,2019-05-15,0.0,3,365
108002,Entire home/apt in Flatbush,444512,Wei,Brooklyn,Flatbush,40.6466,-73.95034,Entire home/apt,152.0,4,7,2019-05-15,0.21,2,357
108003,Entire home/apt in Crown Heights,602659,Fatima,Brooklyn,Crown Heights,40.67564,-73.90052,Entire home/apt,175.0,2,7,2019-05-15,0.24,4,0
108004,Entire home/apt in Park Slope,564609,Miguel,Brooklyn,Park Slope,40.66364,-73.90739,Entire home/apt,158.0,4,4,2019-08-15,0.03,2,5
108005,Entire home/apt in Bushwick,457193,Sara,Brooklyn,Bushwick,40.71775,-73.93296,Entire home/apt,91.0,3,31,2019-07-15,0.63,3,0
108006,Private room in Flatbush,516800,Priya,Brooklyn,Flatbush,40.65578,-73.96285,Private room,64.0,3,6,2019-07-15,0.73,3,95
108007,Private room in Upper East Side,524997,Chen,Manhattan,Upper East Side,40.79492,-73.9638,Private room,103.0,7,5,2019-06-15,0.19,6,206
108008,Entire home/apt in Flatbush,477907,Maria,Brooklyn,Flatbush,40.66624,-73.96376,Entire home/apt,118.0,1,6,2019-02-15,0.38,2,311
108009,Entire home/apt in Williamsburg,991915,Wei,Brooklyn,Williamsburg,40.67206,-73.96538,Entire home/apt,121.0,1,1,2019-02-15,0.0,1,357
108010,Private room in Flatbush,990802,Sara,Brooklyn,Flatbush,40.63943,-73.94909,Private room,81.0,4,5,2019-05-15,0.0,1,206
108011,Private room in Bushwick,157112,Priya,Brooklyn,Bushwick,40.65397,-73.93933,Private room,56.0,14,3,2019-03-15,0.22,2,365
108012,Private room in Long Island City,582025,Sara,Queens,Long Island City,40.72814,-73.7561,Private room,54.0,1,9,2019-07-15,1.21,2,312
108013,Entire home/apt in Crown Heights,662139,David,Brooklyn,Crown Heights,40.67364,-73.94464,Entire home/apt,95.0,2,7,2019-08-15,0.0,3,148
108014,Private room in Hell's Kitchen,258749,Priya,Manhattan,Hell's Kitchen,40.7659,-74.00969,Private room,111.0,7,9,2019-02-15,0.34,2,289
108015,Private room in Williamsburg,239301,Chen,Brooklyn,Williamsburg,40.68285,-73.96667,Private room,90.0,1,17,2019-08-15,0.21,1,155
108016,Entire home/apt in Williamsburg,594778,Maria,Brooklyn,Williamsburg,40.69559,-73.89825,Entire home/apt,170.0,1,10,2019-01-15,1.27,2,78
108017,Entire home/apt in Midtown,531191,Chen,Manhattan,Midtown,40.78371,-73.97902,Entire home/apt,212.0,7,2,2019-06-15,0.83,1,182
108018,Private room in Upper East Side,749684,Fatima,Manhattan,Upper East Side,40.79089,-74.0035,Private room,83.0,1,4,2019-08-15,0.33,2,365
108019,Private room in Midtown,898062,Maria,Manhattan,Midtown,40.77976,-73.96934,Private room,138.0,2,5,2019-07-15,0.0,6,96
108020,Private room in Upper East Side,434009,Fatima,Manhattan,Upper East Side,40.75629,-73.98593,Private room,118.0,7,10,2019-02-15,0.73,4,166
108021,Entire home/apt in Crown Heights,322407,David,Brooklyn,Crown Heights,40.70222,-73.90917,Entire home/apt,136.0,1,6,2019-07-15,0.37,2,220
108022,Entire home/apt in Harlem,195885,Miguel,Manhattan,Harlem,40.77173,-73.95844,Entire home/apt,272.0,30,7,2019-04-15,0.38,1,264
108023,Entire home/apt in Long Island City,836502,Miguel,Queens,Long Island City,40.74015,-73.72981,Entire home/apt,65.0,1,16,2019-06-15,0.34,1,79
108024,Entire home/apt in Park Slope,691111,Sara,Brooklyn,Park Slope,40.68395,-73.91818,Entire home/apt,155.0,2,8,2019-04-15,0.38,1,365
108025,Private room in Greenpoint,841068,Fatima,Brooklyn,Greenpoint,40.70715,-73.91091,Private room,94.0,3,5,2019-03-15,0.75,1,125
108026,Shared room in Flatbush,691319,Maria,Brooklyn,Flatbush,40.66231,-73.93578,Shared room,61.0,1,14,2019-01-15,0.56,5,0
108027,Entire home/apt in Upper East Side,331215,Miguel,Manhattan,Upper East Side,40.76256,-73.93239,Entire home/apt,251.0,3,4,2019-02-15,0.42,6,51
108028,Private room in Crown Heights,757360,Alex,Brooklyn,Crown Heights,40.67286,-73.9629,Private room,66.0,1,5,2019-08-15,0.5,4,99
108029,Entire home/apt in Harlem,931746,Alex,Manhattan,Harlem,40.76021,-73.93692,Entire home/apt,175.0,5,1,2019-06-15,0.12,5,48
108030,Entire home/apt in East Village,885455,Miguel,Manhattan,East Village,40.75661,-73.94585,Entire home/apt,302.0,2,1,2019-07-15,0.09,1,95
108031,Private room in Upper West Side,852521,Maria,Manhattan,Upper West Side,40.80102,-73.96803,Private room,109.0,1,4,2019-01-15,0.0,2,104
108032,Private room in Midtown,378760,John,Manhattan,Midtown,40.79448,-73.95906,Private room,155.0,1,16,2019-07-15,0.21,3,122
108033,Private room in Greenpoint,939915,John,Brooklyn,Greenpoint,40.67045,-73.93438,Private room,93.0,3,14,2019-02-15,0.55,3,130
108034,Entire home/apt in Chelsea,582348,John,Manhattan,Chelsea,40.77592,-73.94586,Entire home/apt,212.0,3,6,2019-07-15,0.0,2,76
108035,Entire home/apt in Bedford-Stuyvesant,247852,Wei,Brooklyn,Bedford-Stuyvesant,40.71205,-73.93859,Entire home/apt,133.0,3,12,2019-02-15,0.05,4,0
108036,Private room in Greenpoint,879778,Chen,Brooklyn,Greenpoint,40.65731,-73.90615,Private room,55.0,2,3,2019-04-15,0.0,1,217
108037,Entire home/apt in Upper West Side,500657,Chen,Manhattan,Upper West Side,40.73888,-73.94066,Entire home/apt,290.0,2,1,2019-02-15,0.0,1,199
108038,Entire home/apt in Bedford-Stuyvesant,557152,John,Brooklyn,Bedford-Stuyvesant,40.66404,-73.91334,Entire home/apt,128.0,7,12,2019-07-15,0.8,3,113
108039,Private room in East Village,488458,Miguel,Manhattan,East Village,40.73878,-73.96545,Private room,74.0,5,7,2019-05-15,0.51,5,233
108040,Private room in Bedford-Stuyvesant,581689,Fatima,Brooklyn,Bedford-Stuyvesant,40.65011,-73.9373,Private room,117.0,1,0,,,3,183
108041,Shared room in Chelsea,519186,Chen,Manhattan,Chelsea,40.75558,-73.95247,Shared room,48.0,3,12,2019-07-15,1.08,3,273
108042,Entire home/apt in East Village,595545,Miguel,Manhattan,East Village,40.77842,-73.96693,Entire home/apt,288.0,2,20,2019-03-15,1.29,2,241
108043,Private room in Williamsburg,690817,Priya,Brooklyn,Williamsburg,40.71706,-73.91469,Private room,123.0,5,6,2019-07-15,0.68,5,243
108044,Private room in East Village,450474,John,Manhattan,East Village,40.75829,-74.01181,Private room,145.0,1,11,2019-03-15,1.0,2,131
108045,Private room in Flatbush,833835,Priya,Brooklyn,Flatbush,40.68972,-73.9634,Private room,80.0,1,12,2019-06-15,1.05,2,149
108046,Private room in Midtown,551939,David,Manhattan,Midtown,40.75347,-74.01712,Private room,169.0,1,4,2019-08-15,0.0,2,327
108047,Private room in Williamsburg,884640,John,Brooklyn,Williamsburg,40.67473,-73.93652,Private room,71.0,1,9,2019-07-15,0.12,1,365
108048,Private room in Upper West Side,612296,Priya,Manhattan,Upper West Side,40.79818,-74.00128,Private room,125.0,3,5,2019-01-15,0.09,1,328
108049,Entire home/apt in Hell's Kitchen,430828,Wei,Manhattan,Hell's Kitchen,40.74954,-74.00521,Entire home/apt,335.0,14,4,2019-07-15,0.7,1,21
108050,Entire home/apt in East Village,819446,Sara,Manhattan,East Village,40.76511,-73.96464,Entire home/apt,133.0,5,12,2019-02-15,0.16,1,125
108051,Private room in Ridgewood,500465,Fatima,Queens,Ridgewood,40.70628,-73.78132,Private room,56.0,2,2,2019-08-15,0.0,8,262
108052,Private room in Greenpoint,888297,David,Brooklyn,Greenpoint,40.72121,-73.92425,Private room,76.0,3,9,2019-08-15,0.68,3,55
108053,Private room in Bushwick,991367,Miguel,Brooklyn,Bushwick,40.66401,-73.97153,Private room,111.0,1,1,2019-07-15,0.0,2,0
108054,Shared room in Flatbush,271506,Chen,Brooklyn,Flatbush,40.6752,-73.96803,Shared room,35.0,1,12,2019-02-15,1.1,5,90
108055,Entire home/apt in Chelsea,429075,David,Manhattan,Chelsea,40.78002,-73.95214,Entire home/apt,196.0,3,4,2019-06-15,0.0,1,365
108056,Private room in Upper West Side,683853,Miguel,Manhattan,Upper West Side,40.79336,-73.96547,Private room,154.0,1,0,,,3,108
108057,Entire home/apt in Hell's Kitchen,878409,Miguel,Manhattan,Hell's Kitchen,40.77726,-74.01867,Entire home/apt,183.0,4,5,2019-01-15,0.0,2,166
108058,Private room in Financial District,288667,John,Manhattan,Financial District,40.76409,-73.92546,Private room,141.0,3,5,2019-06-15,0.0,2,284
108059,Entire home/apt in Greenpoint,317102,Wei,Brooklyn,Greenpoint,40.69599,-73.99121,Entire home/apt,82.0,30,16,2019-04-15,0.0,4,104
108060,Private room in Financial District,526057,Chen,Manhattan,Financial District,40.78292,-73.94361,Private room,65.0,7,2,2019-05-15,0.0,1,188
108061,Private room in Upper East Side,359155,David,Manhattan,Upper East Side,40.81226,-74.00976,Private room,144.0,2,6,2019-01-15,0.19,4,93
108062,Entire home/apt in Upper East Side,356776,John,Manhattan,Upper East Side,40.76852,-73.93938,Entire home/apt,195.0,4,6,2019-02-15,0.0,1,243
108063,Private room in Financial District,842856,Alex,Manhattan,Financial District,40.784,-73.99305,Private room,108.0,7,3,2019-04-15,0.37,5,262
108064,Entire home/apt in Astoria,580673,David,Queens,Astoria,40.74128,-73.77726,Entire home/apt,74.0,4,1,2019-06-15,1.14,2,308
108065,Entire home/apt in Williamsburg,245213,Wei,Brooklyn,Williamsburg,40.66,-73.92943,Entire home/apt,135.0,4,5,2019-02-15,0.34,1,0
108066,Private room in Tompkinsville,677238,Fatima,Staten Island,Tompkinsville,40.6059,-74.12092,Private room,24.0,30,1,2019-01-15,0.0,3,0
108067,Entire home/apt in Harlem,169832,Priya,Manhattan,Harlem,40.8,-73.94604,Entire home/apt,108.0,30,8,2019-07-15,0.48,2,33
108068,Entire home/apt in Crown Heights,142329,Fatima,Brooklyn,Crown Heights,40.63953,-73.93287,Entire home/apt,229.0,1,12,2019-08-15,0.35,1,0
108069,Entire home/apt in Crown Heights,619448,Wei,Brooklyn,Crown Heights,40.67045,-73.93774,Entire home/apt,142.0,14,12,2019-06-15,0.43,1,246
108070,Entire home/apt in Astoria,967696,David,Queens,Astoria,40.73191,-73.78727,Entire home/apt,98.0,2,3,2019-03-15,0.19,2,177
108071,Entire home/apt in Harlem,388543,John,Manhattan,Harlem,40.77519,-73.97617,Entire home/apt,227.0,30,2,2019-05-15,0.22,2,41
108072,Private room in Astoria,766651,Maria,Queens,Astoria,40.74214,-73.73346,Private room,51.0,1,14,2019-04-15,0.8,2,365
108073,Private room in Harlem,84400,Miguel,Manhattan,Harlem,40.78019,-73.92563,Private room,162.0,1,12,2019-08-15,0.0,1,45
108074,Shared room in Long Island City,912327,Fatima,Queens,Long Island City,40.71943,-73.79236,Shared room,25.0,2,6,2019-05-15,0.51,2,214
108075,Entire home/apt in East Village,987372,Chen,Manhattan,East Village,40.78312,-74.0277,Entire home/apt,185.0,5,6,2019-04-15,0.1,2,166
108076,Private room in Midtown,136787,Wei,Manhattan,Midtown,40.75046,-73.95117,Private room,97.0,1,3,2019-04-15,0.63,1,0
108077,Entire home/apt in Crown Heights,461781,Fatima,Brooklyn,Crown Heights,40.71236,-73.93044,Entire home/apt,111.0,3,10,2019-05-15,0.67,3,245
108078,Private room in Williamsburg,664696,Maria,Brooklyn,Williamsburg,40.71202,-73.95726,Private room,66.0,1,2,2019-02-15,0.26,1,137
108079,Entire home/apt in Crown Heights,303915,Chen,Brooklyn,Crown Heights,40.67142,-73.95425,Entire home/apt,167.0,7,9,2019-01-15,0.65,1,124
108080,Private room in Crown Heights,499145,John,Brooklyn,Crown Heights,40.6616,-73.958,Private room,73.0,1,6,2019-07-15,0.65,4,65
108081,Private room in Chelsea,895202,Sara,Manhattan,Chelsea,40.77973,-73.93549,Private room,105.0,3,2,2019-04-15,0.41,1,247
108082,Entire home/apt in Long Island City,771039,David,Queens,Long Island City,40.74353,-73.76189,Entire home/apt,90.0,1,3,2019-07-15,0.42,4,38
108083,Private room in Crown Heights,251307,Miguel,Brooklyn,Crown Heights,40.65491,-73.95652,Private room,129.0,7,15,2019-04-15,0.46,1,0
108084,Entire home/apt in Upper West Side,923535,Maria,Manhattan,Upper West Side,40.76192,-73.9623,Entire home/apt,278.0,7,3,2019-01-15,0.34,1,76
108085,Entire home/apt in Tompkinsville,741259,Miguel,Staten Island,Tompkinsville,40.59017,-74.14234,Entire home/apt,73.0,2,12,2019-07-15,0.67,1,168
108086,Entire home/apt in Financial District,621445,Fatima,Manhattan,Financial District,40.78586,-74.01128,Entire home/apt,267.0,14,3,2019-06-15,0.0,1,182
108087,Entire home/apt in Midtown,156734,David,Manhattan,Midtown,40.80255,-73.96378,Entire home/apt,169.0,5,1,2019-04-15,0.04,3,137
108088,Private room in Hell's Kitchen,80327,Wei,Manhattan,Hell's Kitchen,40.80561,-73.98796,Private room,119.0,1,2,2019-05-15,0.49,3,299
108089,Private room in Flatbush,157229,Maria,Brooklyn,Flatbush,40.6597,-73.98525,Private room,107.0,1,6,2019-06-15,0.0,2,315
108090,Private room in Greenpoint,243791,Sara,Brooklyn,Greenpoint,40.67987,-73.94487,Private room,83.0,3,5,2019-01-15,0.48,1,154
108091,Private room in Upper East Side,571495,Sara,Manhattan,Upper East Side,40.7507,-73.93288,Private room,90.0,2,17,2019-08-15,0.63,1,169
108092,Entire home/apt in Upper East Side,680852,Maria,Manhattan,Upper East Side,40.77648,-73.97172,Entire home/apt,248.0,2,6,2019-05-15,0.0,2,0
108093,Private room in Williamsburg,238719,Chen,Brooklyn,Williamsburg,40.66573,-73.92415,Private room,59.0,7,11,2019-01-15,0.87,1,365
108094,Entire home/apt in Ridgewood,763012,David,Queens,Ridgewood,40.70311,-73.77375,Entire home/apt,46.0,5,7,2019-06-15,0.41,2,45
108095,Entire home/apt in Ridgewood,563094,Sara,Queens,Ridgewood,40.75043,-73.80386,Entire home/apt,108.0,2,7,2019-05-15,0.0,2,71
108096,Entire home/apt in East Village,623078,Miguel,Manhattan,East Village,40.80432,-74.01724,Entire home/apt,231.0,2,3,2019-05-15,0.0,4,311
108097,Entire home/apt in Chelsea,783688,David,Manhattan,Chelsea,40.76096,-74.00332,Entire home/apt,116.0,1,1,2019-04-15,0.12,1,237
108098,Private room in Midtown,570498,Alex,Manhattan,Midtown,40.81011,-74.00014,Private room,170.0,2,16,2019-04-15,1.41,3,365
108099,Entire home/apt in Flatbush,258018,Maria,Brooklyn,Flatbush,40.67175,-73.9743,Entire home/apt,222.0,2,17,2019-03-15,0.8,1,104
108100,Entire home/apt in Hell's Kitchen,15727,David,Manhattan,Hell's Kitchen,40.76341,-74.02293,Entire home/apt,228.0,3,11,2019-07-15,0.71,1,209
108101,Entire home/apt in Hell's Kitchen,259766,Chen,Manhattan,Hell's Kitchen,40.78421,-73.9371,Entire home/apt,130.0,30,10,2019-07-15,0.21,4,357
108102,Entire home/apt in Mott Haven,908711,Chen,Bronx,Mott Haven,40.82709,-73.85132,Entire home/apt,85.0,3,7,2019-06-15,0.33,2,21
108103,Private room in Upper East Side,534823,Fatima,Manhattan,Upper East Side,40.78806,-73.9793,Private room,87.0,2,14,2019-01-15,0.9,4,298
108104,Shared room in Flatbush,636552,Wei,Brooklyn,Flatbush,40.66832,-73.95716,Shared room,40.0,4,11,2019-04-15,0.7,7,213
108105,Private room in Greenpoint,954591,Miguel,Brooklyn,Greenpoint,40.65019,-73.9586,Private room,51.0,1,6,2019-08-15,0.64,1,272
108106,Private room in Upper East Side,635856,Sara,Manhattan,Upper East Side,40.80643,-73.94372,Private room,164.0,3,7,2019-06-15,0.54,2,34
108107,Entire home/apt in Bushwick,647752,Fatima,Brooklyn,Bushwick,40.69543,-73.9105,Entire home/apt,211.0,1,5,2019-02-15,0.0,4,263
108108,Private room in Flatbush,33103,Sara,Brooklyn,Flatbush,40.70366,-73.95485,Private room,111.0,1,10,2019-02-15,1.3,3,57
108109,Entire home/apt in St. George,385534,John,Staten Island,St. George,40.57062,-74.13562,Entire home/apt,95.0,2,1,2019-07-15,0.33,2,79
108110,Entire home/apt in Upper East Side,901731,Wei,Manhattan,Upper East Side,40.78253,-73.96738,Entire home/apt,185.0,3,7,2019-04-15,0.0,4,138
108111,Private room in Flushing,844465,Alex,Queens,Flushing,40.74434,-73.79992,Private room,43.0,2,10,2019-03-15,0.0,1,182
108112,Private room in Hell's Kitchen,501136,Miguel,Manhattan,Hell's Kitchen,40.77145,-73.98067,Private room,116.0,7,8,2019-05-15,0.74,3,163
108113,Entire home/apt in Bushwick,52226,Fatima,Brooklyn,Bushwick,40.68029,-73.92714,Entire home/apt,142.0,2,8,2019-02-15,0.05,8,48
108114,Private room in Greenpoint,164493,Chen,Brooklyn,Greenpoint,40.67602,-73.92148,Private room,77.0,2,11,2019-05-15,0.82,2,0
108115,Entire home/apt in Hell's Kitchen,831188,John,Manhattan,Hell's Kitchen,40.7833,-73.9629,Entire home/apt,250.0,5,7,2019-02-15,0.07,2,153
108116,Private room in St. George,318519,Maria,Staten Island,St. George,40.55688,-74.18857,Private room,28.0,3,2,2019-02-15,0.0,5,95
108117,Private room in Park Slope,26126,Alex,Brooklyn,Park Slope,40.67678,-73.99046,Private room,66.0,2,9,2019-03-15,0.56,1,227
108118,Entire home/apt in Crown Heights,875595,Alex,Brooklyn,Crown Heights,40.67667,-73.93923,Entire home/apt,134.0,14,1,2019-05-15,0.05,3,365
108119,Entire home/apt in Hell's Kitchen,860893,Maria,Manhattan,Hell's Kitchen,40.81307,-73.96843,Entire home/apt,260.0,2,9,2019-05-15,0.52,1,74
108120,Entire home/apt in Hell's Kitchen,46944,David,Manhattan,Hell's Kitchen,40.79151,-73.91953,Entire home/apt,170.0,1,1,2019-02-15,0.0,7,0
108121,Entire home/apt in Midtown,569323,Alex,Manhattan,Midtown,40.75728,-73.96433,Entire home/apt,175.0,3,2,2019-08-15,0.0,2,194
108122,Entire home/apt in Hell's Kitchen,452093,David,Manhattan,Hell's Kitchen,40.78586,-73.97638,Entire home/apt,160.0,3,8,2019-05-15,0.0,4,117
108123,Private room in Flushing,231270,Alex,Queens,Flushing,40.74842,-73.77811,Private room,67.0,4,15,2019-04-15,1.26,2,216
108124,Private room in East Village,536692,Miguel,Manhattan,East Village,40.76328,-74.03765,Private room,95.0,30,5,2019-06-15,0.31,1,120
108125,Entire home/apt in Greenpoint,375995,Priya,Brooklyn,Greenpoint,40.72397,-73.91534,Entire home/apt,141.0,14,8,2019-03-15,1.12,4,0
108126,Entire home/apt in Bedford-Stuyvesant,552348,Priya,Brooklyn,Bedford-Stuyvesant,40.66734,-73.91803,Entire home/apt,119.0,1,6,2019-03-15,0.0,4,106
108127,Private room in Williamsburg,792402,Miguel,Brooklyn,Williamsburg,40.63405,-73.99558,Private room,54.0,7,12,2019-03-15,1.08,2,208
108128,Private room in Park Slope,685831,Miguel,Brooklyn,Park Slope,40.65463,-73.97367,Private room,51.0,5,11,2019-08-15,0.37,4,178
